item_db[501,"name"] = "Poção Vermelha"
item_db[6929,"name"] = "Carta com Selo"
item_db[6930,"name"] = "Baú de Negócios"
item_db[6931,"name"] = "Documento Secreto"
item_db[6932,"name"] = "Livro Valioso"
item_db[6933,"name"] = "Convite pro Banquete"
item_db[6934,"name"] = "Comida Exuberante"
item_db[6935,"name"] = "Prato Luxuoso"
item_db[6936,"name"] = "Núcleo Congelante"
item_db[6937,"name"] = "Pele Macia"
item_db[6938,"name"] = "Espinhos de Ouriço"
item_db[6939,"name"] = "Cinto Velho"
item_db[6940,"name"] = "Material Vivo"
item_db[6941,"name"] = "Fragmento da Valquíria"
item_db[6942,"name"] = "Desejo do Mestre"
item_db[6956,"name"] = "Carneiro Capturado"
item_db[6957,"name"] = "Lã Macia"
item_db[6958,"name"] = "Chifre de Carneiro"
item_db[6960,"name"] = "Chave da Fortaleza"
item_db[6961,"name"] = "Bloco de Sucata"
item_db[6962,"name"] = "Tanque Velho"
item_db[6965,"name"] = "Diagrama de E-Fogo"
item_db[6966,"name"] = "Diagrama de E-Água"
item_db[6967,"name"] = "Diagrama de E-Terra"
item_db[6968,"name"] = "Diagrama de E-Vento"
item_db[6969,"name"] = "Diagrama de R-Fogo"
item_db[6970,"name"] = "Diagrama de R-Água"
item_db[6971,"name"] = "Diagrama de R-Terra"
item_db[6972,"name"] = "Diagrama de R-Vento"
item_db[6973,"name"] = "Diagrama de C-Corpo"
item_db[6974,"name"] = "Diagrama de C-Alma"
item_db[6975,"name"] = "Diagrama de C-Físico"
item_db[6976,"name"] = "Diagrama de C-Mental"
item_db[6977,"name"] = "Diagrama de A-FOR"
item_db[6978,"name"] = "Diagrama de A-INT"
item_db[6979,"name"] = "Diagrama de A-DEF"
item_db[6980,"name"] = "Diagrama de A-ESQV"
item_db[6981,"name"] = "Diagrama de A-ATQ"
item_db[6982,"name"] = "Diagrama de A-ATQM"
item_db[6983,"name"] = "Diagrama de A-HP"
item_db[6984,"name"] = "Diagrama de A-SP"
item_db[6985,"name"] = "Diagrama de I-Gelo"
item_db[6986,"name"] = "Diagrama de A-VdA"
item_db[7001,"name"] = "Pó de Bolor"
item_db[7002,"name"] = "Dente de Ogro"
item_db[7003,"name"] = "Pele de Anolian"
item_db[7004,"name"] = "Monte de Lama"
item_db[7005,"name"] = "Crânio"
item_db[7006,"name"] = "Asa de Morcego Vermelho"
item_db[7007,"name"] = "Garra de Rato"
item_db[7008,"name"] = "Chifre Firme"
item_db[7009,"name"] = "Casca Brilhante"
item_db[7010,"name"] = "Cauda de Escorpião de Aço"
item_db[7011,"name"] = "Garra de Macaco"
item_db[7012,"name"] = "Pedaço de Escama Dura"
item_db[7013,"name"] = "Coral"
item_db[7014,"name"] = "Retrato Velho"
item_db[7015,"name"] = "Marca-Página"
item_db[7016,"name"] = "Colher Entortada"
item_db[7017,"name"] = "Luva do Carrasco"
item_db[7018,"name"] = "Graveto de Visco"
item_db[7019,"name"] = "Sussurros de Loki"
item_db[7020,"name"] = "Pesadelo Maternal"
item_db[7021,"name"] = "Tolice do Cego"
item_db[7022,"name"] = "Bainha Velha"
item_db[7023,"name"] = "Lâmina Perdida nas Trevas"
item_db[7024,"name"] = "Lâmina Ensanguentada"
item_db[7025,"name"] = "Lamento de Lúcifer"
item_db[7026,"name"] = "Chave para a Torre do Relógio"
item_db[7027,"name"] = "Chave para o Subterrâneo"
item_db[7028,"name"] = "Convite para Duelo"
item_db[7029,"name"] = "Entrada para Duelo"
item_db[7030,"name"] = "Garra de Lobo do Deserto"
item_db[7031,"name"] = "Frigideira Velha"
item_db[7032,"name"] = "Pedaço de Casca de Ovo"
item_db[7033,"name"] = "Esporo Venenoso"
item_db[7034,"name"] = "Meia Furada"
item_db[7035,"name"] = "Palito de Fósforo"
item_db[7036,"name"] = "Presa de Hati"
item_db[7037,"name"] = "Cupom"
item_db[7038,"name"] = "Novelo"
item_db[7039,"name"] = "Crachá de Aprendiz"
item_db[7040,"name"] = "Megafone Inutilizado"
item_db[7041,"name"] = "Torrão de Areia Fina"
item_db[7042,"name"] = "Alforje de Couro do Infinito"
item_db[7043,"name"] = "Areia Fina"
item_db[7044,"name"] = "Vigorgra"
item_db[7045,"name"] = "Tinta Mágica"
item_db[7046,"name"] = "Peças de Carrinho"
item_db[7047,"name"] = "Avental de Alice"
item_db[7048,"name"] = "Garra de Grifo"
item_db[7049,"name"] = "Pedra"
item_db[7050,"name"] = "Tapete de Algodão"
item_db[7051,"name"] = "Tapete de Seda"
item_db[7052,"name"] = "Revista Estragada"
item_db[7053,"name"] = "Cyfar"
item_db[7054,"name"] = "Brigan"
item_db[7055,"name"] = "Cocô de Bichinho"
item_db[7056,"name"] = "Extrato de Pagamento"
item_db[7057,"name"] = "Gjallar"
item_db[7058,"name"] = "Gleipnir"
item_db[7059,"name"] = "Vale-Armazém"
item_db[7060,"name"] = "Vale-Teletransporte"
item_db[7061,"name"] = "Vale-Carrinho"
item_db[7062,"name"] = "Casca de Tartaruga"
item_db[7063,"name"] = "Pena Macia"
item_db[7064,"name"] = "Asas de Libélula"
item_db[7065,"name"] = "Pele de Lontra"
item_db[7066,"name"] = "Cubo de Gelo"
item_db[7067,"name"] = "Pedaço de Pedra"
item_db[7068,"name"] = "Madeira Queimada"
item_db[7069,"name"] = "Armadura Destruída"
item_db[7070,"name"] = "Casca Quebrada"
item_db[7071,"name"] = "Farrapos"
item_db[7072,"name"] = "Shuriken Gasto"
item_db[7073,"name"] = "Lágrimas de Freyja"
item_db[7074,"name"] = "Manopla de Thor"
item_db[7075,"name"] = "Dama de Ferro"
item_db[7076,"name"] = "Roda desconhecida"
item_db[7077,"name"] = "Ornamento de Prata"
item_db[7078,"name"] = "Fúria das Valquírias"
item_db[7079,"name"] = "Pena de Asas Angelicais"
item_db[7080,"name"] = "Passos de Gato"
item_db[7081,"name"] = "Barbas de Mulher"
item_db[7082,"name"] = "Raiz de Montanha"
item_db[7083,"name"] = "Hálito de Peixe"
item_db[7084,"name"] = "Saliva de Ave"
item_db[7085,"name"] = "Nervos de Urso"
item_db[7086,"name"] = "Símbolo do Deus-Sol"
item_db[7087,"name"] = "Essência de Espírito"
item_db[7088,"name"] = "Floco de Neve"
item_db[7089,"name"] = "Presságio de Tempestade"
item_db[7090,"name"] = "Murmúrio"
item_db[7091,"name"] = "Tsunami"
item_db[7092,"name"] = "Ar Silencioso"
item_db[7093,"name"] = "Engrenagem"
item_db[7094,"name"] = "Fragmento Misterioso"
item_db[7095,"name"] = "Pedaço de Metal"
item_db[7096,"name"] = "Pedra Pome"
item_db[7097,"name"] = "Coração Incandescente"
item_db[7098,"name"] = "Lenha em Brasa"
item_db[7099,"name"] = "Pergaminho Antigo"
item_db[7100,"name"] = "Folha Afiada"
item_db[7101,"name"] = "Pena de Grand Peco"
item_db[7102,"name"] = "Pedra do Pesadelo"
item_db[7103,"name"] = "Essência de AXE"
item_db[7104,"name"] = "Asas de Anjo Fajutas"
item_db[7105,"name"] = "Auréola Fajuta"
item_db[7106,"name"] = "Chifre de Bode"
item_db[7107,"name"] = "Pele de Bode"
item_db[7108,"name"] = "Pedaço de Escudo Colossal"
item_db[7109,"name"] = "Lâmina de Lança Colossal"
item_db[7110,"name"] = "Espada Chanfrada"
item_db[7111,"name"] = "Pedaço de Papel"
item_db[7112,"name"] = "Lâmina de Papel"
item_db[7113,"name"] = "Cetro do Faraó"
item_db[7114,"name"] = "Máscara do Faraó"
item_db[7115,"name"] = "Pena de Harpia"
item_db[7116,"name"] = "Garra de Harpia"
item_db[7117,"name"] = "Velho Grimório"
item_db[7118,"name"] = "Pergaminho Gasto"
item_db[7119,"name"] = "Bactérias"
item_db[7120,"name"] = "Ferradura em Chamas"
item_db[7121,"name"] = "Pote de Mel"
item_db[7122,"name"] = "Pelugem Incandescente"
item_db[7123,"name"] = "Pele de Dragão"
item_db[7124,"name"] = "Areia Molhada"
item_db[7125,"name"] = "Pinças de Escorpião"
item_db[7126,"name"] = "Jellopy Tamanho Família"
item_db[7127,"name"] = "Manual de Criação Vol.2: Álcool"
item_db[7128,"name"] = "Manual de Criação: Vol.3: Fogo Grego"
item_db[7129,"name"] = "Manual de Criação: Vol.4: Ácidos"
item_db[7130,"name"] = "Manual de Criação: Vol.5: Plantas"
item_db[7131,"name"] = "Manual de Criação: Vol.6: Explosivos"
item_db[7132,"name"] = "Manual de Criação: Vol.7: Revestimentos"
item_db[7133,"name"] = "Manual de Criação: Vol.8: Poções Compactas"
item_db[7134,"name"] = "Vasilha de Mistura"
item_db[7135,"name"] = "Frasco de Fogo Grego"
item_db[7136,"name"] = "Frasco de Ácido"
item_db[7137,"name"] = "Frasco de Planta Carnívora"
item_db[7138,"name"] = "Frasco de Esfera Marinha"
item_db[7139,"name"] = "Frasco de Revestimento"
item_db[7140,"name"] = "Semente da Vida"
item_db[7141,"name"] = "Orvalho da Yggdrasil"
item_db[7142,"name"] = "Embrião"
item_db[7143,"name"] = "Cápsula da Criação"
item_db[7144,"name"] = "Manual de Criação: Vol.1: Poções Comuns"
item_db[7145,"name"] = "Camiseta de Corrida"
item_db[7146,"name"] = "Bilhete de Férias"
item_db[7147,"name"] = "Jasmim"
item_db[7148,"name"] = "Carta da Mamãe"
item_db[7149,"name"] = "Prato Amarelado"
item_db[7150,"name"] = "Pedaço de Bambu"
item_db[7151,"name"] = "Papel Amarelado"
item_db[7152,"name"] = "Cabelos Perfumados"
item_db[7153,"name"] = "Velho Obi"
item_db[7154,"name"] = "Poeira Venenosa"
item_db[7155,"name"] = "Pele de Sapo"
item_db[7156,"name"] = "Shuriken Despedaçado"
item_db[7157,"name"] = "Máscara Ninja"
item_db[7158,"name"] = "Jarro de Saquê"
item_db[7159,"name"] = "Nariz de Tengu"
item_db[7160,"name"] = "Passe Imperial"
item_db[7161,"name"] = "Pele Negra de Urso"
item_db[7162,"name"] = "Jarro de Nuvem"
item_db[7163,"name"] = "Antenas Afiadas"
item_db[7164,"name"] = "Pêssego Petrificado"
item_db[7165,"name"] = "Manto Cerimonial Celestial"
item_db[7166,"name"] = "Seda Macia"
item_db[7167,"name"] = "Misterioso Metal em Pano"
item_db[7168,"name"] = "Grandes Asas de Borboleta"
item_db[7169,"name"] = "Ba Gua"
item_db[7170,"name"] = "Smoking"
item_db[7171,"name"] = "Pele de Leopardo"
item_db[7172,"name"] = "Garras de Leopardo"
item_db[7174,"name"] = "Laço para presente"
item_db[7175,"name"] = "Papel de presente"
item_db[7176,"name"] = "Certificado Real"
item_db[7177,"name"] = "Fragmento de Luz Estelar"
item_db[7178,"name"] = "Gema de Luz Estelar"
item_db[7179,"name"] = "Prova de Caridade"
item_db[7180,"name"] = "Ticket de Evento"
item_db[7181,"name"] = "Receita"
item_db[7182,"name"] = "Cacau"
item_db[7183,"name"] = "Carta da Irmã"
item_db[7184,"name"] = "Tecla de Piano"
item_db[7185,"name"] = "Emblema do Cavaleiro de Dragão"
item_db[7186,"name"] = "Cipó"
item_db[7187,"name"] = "Máscara do Festival"
item_db[7188,"name"] = "Raiz Marrom"
item_db[7189,"name"] = "Coração de Madeira"
item_db[7190,"name"] = "Casco de Inseto"
item_db[7191,"name"] = "Lanterna"
item_db[7192,"name"] = "Catavento"
item_db[7193,"name"] = "Semente"
item_db[7194,"name"] = "Grama"
item_db[7195,"name"] = "Estilingue"
item_db[7196,"name"] = "Ombreira"
item_db[7197,"name"] = "Palha"
item_db[7198,"name"] = "Folha Gigante"
item_db[7199,"name"] = "Moeda do 11º Aniversário"
item_db[7200,"name"] = "Elástico"
item_db[7201,"name"] = "Tora"
item_db[7202,"name"] = "Pata de Besouro"
item_db[7203,"name"] = "Galho Resistente"
item_db[7204,"name"] = "Pólvora"
item_db[7205,"name"] = "Retalho Negro"
item_db[7206,"name"] = "Boneco de Gato Preto"
item_db[7207,"name"] = "Manteau Velho"
item_db[7208,"name"] = "Faca Enferrujada"
item_db[7209,"name"] = "Elmo de Dullahan"
item_db[7210,"name"] = "Armadura de Dullahan"
item_db[7211,"name"] = "Lasca de Pedra"
item_db[7212,"name"] = "Boneca Enforcada"
item_db[7213,"name"] = "Almofada de Alfinetes"
item_db[7214,"name"] = "Gaiola de Morcegos"
item_db[7215,"name"] = "Espeto Quebrado"
item_db[7216,"name"] = "Cachecol Vermelho"
item_db[7217,"name"] = "Carretel"
item_db[7218,"name"] = "Corda Decomposta"
item_db[7219,"name"] = "Meia Listrada"
item_db[7220,"name"] = "Ectoplasma"
item_db[7221,"name"] = "Corrente"
item_db[7222,"name"] = "Coluna de Madeira"
item_db[7223,"name"] = "Auto Retrato"
item_db[7224,"name"] = "Pedra Filosofal"
item_db[7225,"name"] = "Lanterna de Abóbora"
item_db[7226,"name"] = "Pílula"
item_db[7227,"name"] = "Passe para Cheffênia"
item_db[7228,"name"] = "Ouro em Barra"
item_db[7229,"name"] = "Prata em Barra"
item_db[7230,"name"] = "Platina em Barra"
item_db[7231,"name"] = "Minério de Ouro"
item_db[7232,"name"] = "Minério de Prata"
item_db[7233,"name"] = "Minério de Mythril"
item_db[7234,"name"] = "Espírito da Guilda"
item_db[7235,"name"] = "Espírito do Ataque"
item_db[7236,"name"] = "Espírito da Proteção"
item_db[7237,"name"] = "Espírito da Associação"
item_db[7238,"name"] = "Espírito da Coordenação"
item_db[7239,"name"] = "Espírito do Avanço"
item_db[7240,"name"] = "Espírito da Confiança"
item_db[7241,"name"] = "Espírito da União"
item_db[7242,"name"] = "Espírito da Combinação"
item_db[7243,"name"] = "Espírito da Cooperação"
item_db[7244,"name"] = "Espírito da Solidariedade"
item_db[7245,"name"] = "Espírito da Amizade"
item_db[7246,"name"] = "Espírito da Paz"
item_db[7247,"name"] = "Espírito da Determinação"
item_db[7248,"name"] = "Espírito da Honra"
item_db[7249,"name"] = "Espírito do Serviço"
item_db[7250,"name"] = "Espírito da Glória"
item_db[7251,"name"] = "Espírito da Vitória"
item_db[7252,"name"] = "Remédio Oriental"
item_db[7253,"name"] = "Bandeira Coreana Dourada"
item_db[7254,"name"] = "Cupom de Impressão de Foto Digital"
item_db[7255,"name"] = "Esfera Mística"
item_db[7256,"name"] = "Esfera Mística"
item_db[7257,"name"] = "Esfera Mística"
item_db[7258,"name"] = "Esfera Mística"
item_db[7259,"name"] = "Esfera Mística"
item_db[7260,"name"] = "Esfera Mística"
item_db[7261,"name"] = "Esfera Mística"
item_db[7262,"name"] = "Leque Fantasma"
item_db[7263,"name"] = "Olho de Gato"
item_db[7264,"name"] = "Areia Seca"
item_db[7265,"name"] = "Chifre de Dragão"
item_db[7266,"name"] = "Dentadura da Máscara do Dragão"
item_db[7267,"name"] = "Tanga de Tigre"
item_db[7268,"name"] = "Pequena Boneca Fantasma"
item_db[7269,"name"] = "Babador"
item_db[7270,"name"] = "Mamadeira"
item_db[7272,"name"] = "Boneco de Bolinho de Arroz"
item_db[7274,"name"] = "Língua Antiga Traduzida"
item_db[7275,"name"] = "Registro de Língua Antiga"
item_db[7276,"name"] = "Mensagem Rabiscada"
item_db[7277,"name"] = "Boneco de Munak"
item_db[7278,"name"] = "Carta à Esposa"
item_db[7280,"name"] = "Ticket de Atributos"
item_db[7285,"name"] = "Linha Sagrada"
item_db[7286,"name"] = "Pimenta Vermelha"
item_db[7287,"name"] = "Linha Abençoada"
item_db[7288,"name"] = "Anel de Compromisso"
item_db[7289,"name"] = "Cristal de Peridoto"
item_db[7290,"name"] = "Flogopita"
item_db[7291,"name"] = "Ágata"
item_db[7292,"name"] = "Moscovita"
item_db[7293,"name"] = "Quartzo Rosa"
item_db[7294,"name"] = "Turquesa"
item_db[7295,"name"] = "Citrina"
item_db[7296,"name"] = "Piroxênio"
item_db[7297,"name"] = "Biotita"
item_db[7298,"name"] = "Folha de Figo"
item_db[7299,"name"] = "Cesto de Palha"
item_db[7300,"name"] = "Pedras Preciosas"
item_db[7301,"name"] = "Fitilhos"
item_db[7302,"name"] = "Krathong"
item_db[7303,"name"] = "Saco de Arroz"
item_db[7304,"name"] = "Pergaminho da Bruxa"
item_db[7305,"name"] = "Símbolo dos Nove Reinos"
item_db[7306,"name"] = "Fragmento de Espírito"
item_db[7307,"name"] = "Sussurros Espirituais"
item_db[7308,"name"] = "Tônico da Bruxa"
item_db[7309,"name"] = "Asa de Corvo"
item_db[7310,"name"] = "Bilhete para Passeio de Peco"
item_db[7311,"name"] = "Bilhete para Aeroplano"
item_db[7312,"name"] = "Jubileu"
item_db[7313,"name"] = "Medalha da Bruxa"
item_db[7314,"name"] = "O Sinal"
item_db[7315,"name"] = "Fragmento de Cristal Negro"
item_db[7316,"name"] = "Perna de Inseto"
item_db[7317,"name"] = "Parafuso Enferrujado"
item_db[7318,"name"] = "Picareta Velha"
item_db[7319,"name"] = "Placa de Ferro Usada"
item_db[7320,"name"] = "Poeira Poluente"
item_db[7321,"name"] = "Fragmento de Cristal"
item_db[7322,"name"] = "Gás Tóxico"
item_db[7323,"name"] = "Chaleira Surrada"
item_db[7325,"name"] = "Tubo Flexível"
item_db[7326,"name"] = "Líquido Fluorescente"
item_db[7327,"name"] = "Lanterna de Capacete"
item_db[7328,"name"] = "A Lenda de Songkran"
item_db[7329,"name"] = "Velha Chave de Bronze"
item_db[7330,"name"] = "Esfera Mística"
item_db[7331,"name"] = "Flor Celestial"
item_db[7332,"name"] = "Tábula Completa"
item_db[7333,"name"] = "Tábula de Prontera"
item_db[7334,"name"] = "Tábula de Payon"
item_db[7335,"name"] = "Tábula de Morroc"
item_db[7336,"name"] = "Tábula de Geffen"
item_db[7337,"name"] = "Olho de Hellion"
item_db[7338,"name"] = "Passagem só de Ida"
item_db[7339,"name"] = "Cartão de Viagem Comemorativo"
item_db[7340,"name"] = "Desejo das Trevas"
item_db[7341,"name"] = "Pingente Velho"
item_db[7342,"name"] = "Pasta de Arquivos"
item_db[7343,"name"] = "Pasta de Arquivos Selada"
item_db[7344,"name"] = "Arquivo do Caso Shinokas"
item_db[7345,"name"] = "Algemas"
item_db[7346,"name"] = "Pedaço do Coração de Ymir"
item_db[7347,"name"] = "Tabela de Pesquisa"
item_db[7348,"name"] = "Cartão de Sócio"
item_db[7349,"name"] = "Autorização para o Arquivo"
item_db[7350,"name"] = "Passe"
item_db[7351,"name"] = "Diário do Amigo"
item_db[7352,"name"] = "Prato Transparente"
item_db[7353,"name"] = "Prato Transparente"
item_db[7354,"name"] = "Prato Transparente"
item_db[7355,"name"] = "Prato Transparente"
item_db[7356,"name"] = "Pedaço de Crista"
item_db[7357,"name"] = "Pedaço de Crista"
item_db[7358,"name"] = "Pedaço de Crista"
item_db[7359,"name"] = "Pedaço de Crista"
item_db[7360,"name"] = "Convite de Aniversário"
item_db[7399,"name"] = "selamat"
item_db[7400,"name"] = "hari"
item_db[7401,"name"] = "Kemerdekaan"
item_db[7402,"name"] = "Republik"
item_db[7403,"name"] = "Indonesia"
item_db[7404,"name"] = "ke-60"
item_db[7416,"name"] = "Carta de Recomendação"
item_db[7417,"name"] = "Pedido Escrito (A)"
item_db[7418,"name"] = "Pedido Escrito (B)"
item_db[7419,"name"] = "Guia de Criação de Embriões"
item_db[7420,"name"] = "Caveira"
item_db[7421,"name"] = "Chave Vermelha"
item_db[7422,"name"] = "Chave Amarela"
item_db[7423,"name"] = "Chave Azul"
item_db[7424,"name"] = "Chave Verde"
item_db[7425,"name"] = "Chave Preta"
item_db[7426,"name"] = "Pedra Encantada Vermelha"
item_db[7427,"name"] = "Pedra Encantada Amarela"
item_db[7428,"name"] = "Pedra Encantada Azul"
item_db[7429,"name"] = "Pedra Encantada Verde"
item_db[7430,"name"] = "Pedra Encantada Preta"
item_db[7431,"name"] = "Pilha de Livros"
item_db[7432,"name"] = "Bolsa de Couro"
item_db[7433,"name"] = "Pergaminho em Branco"
item_db[7434,"name"] = "Guia de Criação de Poções Elementais"
item_db[7435,"name"] = "Ornamento Dourado"
item_db[7436,"name"] = "Fragmento de Agonia"
item_db[7437,"name"] = "Fragmento de Desgraça"
item_db[7438,"name"] = "Fragmento de Ódio"
item_db[7439,"name"] = "Fragmento de Desespero"
item_db[7440,"name"] = "Pena Vermelha"
item_db[7441,"name"] = "Pena Azul"
item_db[7442,"name"] = "Selo Maldito"
item_db[7443,"name"] = "Cabeça de Dragão de Três Cabeças"
item_db[7444,"name"] = "Arca de Tesouro"
item_db[7445,"name"] = "Bijuteria Verde"
item_db[7446,"name"] = "Bijuteria Azul"
item_db[7447,"name"] = "Bijuteria Vermelha"
item_db[7448,"name"] = "Bijuteria Amarela"
item_db[7449,"name"] = "Página Sangrenta"
item_db[7450,"name"] = "Peça de Armadura de Esqueleto"
item_db[7451,"name"] = "Escama de Dragão de Fogo"
item_db[7452,"name"] = "Condimento Amarelo"
item_db[7453,"name"] = "Molho Doce"
item_db[7454,"name"] = "Molho Saboroso"
item_db[7455,"name"] = "Molho Picante"
item_db[7456,"name"] = "Condimento Vermelho"
item_db[7457,"name"] = "Óleo de Cozinha"
item_db[7459,"name"] = "RAMADAN"
item_db[7460,"name"] = "Ticket para Nifelheim"
item_db[7461,"name"] = "Carta com a letra A"
item_db[7462,"name"] = "Passe do Calabouço Especial"
item_db[7463,"name"] = "Carta com a letra F"
item_db[7464,"name"] = "Carta com a letra H"
item_db[7465,"name"] = "Carta com a letra L"
item_db[7466,"name"] = "Carta com a letra N"
item_db[7467,"name"] = "Espólio de Guerra"
item_db[7468,"name"] = "Carta com a letra P"
item_db[7469,"name"] = "Carta com a letra U"
item_db[7470,"name"] = "Carta Azul W"
item_db[7471,"name"] = "Carta com a letra Y"
item_db[7472,"name"] = "Livro de Culinária Nível 1"
item_db[7473,"name"] = "Livro de Culinária Nível 2"
item_db[7474,"name"] = "Livro de Culinária Nível 3"
item_db[7475,"name"] = "Livro de Culinária Nível 4"
item_db[7476,"name"] = "Livro de Culinária Nível 5"
item_db[7477,"name"] = "Livro de Culinária Nível 6"
item_db[7478,"name"] = "Livro de Culinária Nível 7"
item_db[7479,"name"] = "Livro de Culinária Nível 8"
item_db[7480,"name"] = "Livro de Culinária Nível 9"
item_db[7481,"name"] = "Livro de Culinária Nível 10"
item_db[7482,"name"] = "Panela"
item_db[7483,"name"] = "Chave do Selo"
item_db[7484,"name"] = "Símbolo do Guerreiro"
item_db[7486,"name"] = "Passe para o 3º Andar"
item_db[7487,"name"] = "Vinho para Culinária"
item_db[7488,"name"] = "Pacote de Entregas"
item_db[7489,"name"] = "Chave da Cabana"
item_db[7490,"name"] = "Carta para Elly"
item_db[7491,"name"] = "Caixa de Aço"
item_db[7492,"name"] = "Cartão de Acesso Amarelo"
item_db[7493,"name"] = "Chave Dourada"
item_db[7494,"name"] = "Broche Luxuoso"
item_db[7495,"name"] = "Cartão de Acesso Azul"
item_db[7496,"name"] = "Cartão de Acesso Vermelho"
item_db[7497,"name"] = "Fragmento de Metal"
item_db[7498,"name"] = "Chaves da Mansão Rosimier"
item_db[7499,"name"] = "Retrato de Família"
item_db[7500,"name"] = "Retrato de Uma Mulher"
item_db[7501,"name"] = "Carta de K.H."
item_db[7502,"name"] = "Bilhete do James"
item_db[7503,"name"] = "Retrato de Um Homem"
item_db[7504,"name"] = "Dispositivo de Energia"
item_db[7505,"name"] = "Cartão de Acesso de Brinquedo"
item_db[7506,"name"] = "Cartão de Acesso Preto"
item_db[7507,"name"] = "Pedaço de Ferro Sólido"
item_db[7508,"name"] = "Anel da Allysia"
item_db[7509,"name"] = "Cartão de Acesso Exuberante"
item_db[7510,"name"] = "Flor de Valhalla"
item_db[7511,"name"] = "Runa da Escuridão"
item_db[7512,"name"] = "Peça Queimada"
item_db[7513,"name"] = "Relógio de Bolso"
item_db[7514,"name"] = "Bilhete de Monstro"
item_db[7515,"name"] = "Medalha Maravilhosa"
item_db[7516,"name"] = "Cartão de Acesso Verde"
item_db[7521,"name"] = "Pedra do Fogo"
item_db[7522,"name"] = "Pedra do Gelo"
item_db[7523,"name"] = "Pedra do Vento"
item_db[7524,"name"] = "Esfera das Sombras"
item_db[7525,"name"] = "Vale-Prêmio"
item_db[7526,"name"] = "Folha de Manuscrito"
item_db[7528,"name"] = "Ticket de Buffs"
item_db[7530,"name"] = "Folheto de Viagens: Amatsu"
item_db[7531,"name"] = "Folheto de Viagens: Kunlun"
item_db[7532,"name"] = "Folheto de Viagens: Louyang"
item_db[7533,"name"] = "Folheto de Viagens: Ayothaya"
item_db[7534,"name"] = "Álbum de Fotos de Amatsu"
item_db[7535,"name"] = "Álbum de Fotos de Kunlun"
item_db[7536,"name"] = "Álbum de Fotos de Louyang"
item_db[7537,"name"] = "Álbum de Fotos de Ayothaya"
item_db[7539,"name"] = "Moeda Poring"
item_db[7547,"name"] = "Bola de Futebol"
item_db[7548,"name"] = "Chuteiras"
item_db[7549,"name"] = "Bandeira Nacional"
item_db[7550,"name"] = "Ingresso dos Mapas Especiais"
item_db[7551,"name"] = "Ticket de Segunda Profissão"
item_db[7552,"name"] = "Nota com Horários dos Jogos"
item_db[7553,"name"] = "Flor de Vitória-Régia"
item_db[7558,"name"] = "Cupom de Promoção"
item_db[7561,"name"] = "Coração Glacial"
item_db[7562,"name"] = "Escama de Gelo"
item_db[7563,"name"] = "Runa Sangrenta"
item_db[7564,"name"] = "Carne Estragada"
item_db[7565,"name"] = "Veneno Pegajoso"
item_db[7566,"name"] = "Desejo das Trevas Escarlate"
item_db[7567,"name"] = "Chapéu Suspeito"
item_db[7568,"name"] = "Máscara Branca"
item_db[7569,"name"] = "Martelo do Vento"
item_db[7570,"name"] = "Bilhete de Loteria do Templo"
item_db[7571,"name"] = "Diário de Bruspetti"
item_db[7572,"name"] = "Colar de Cinzas"
item_db[7573,"name"] = "Colar Brilhante"
item_db[7574,"name"] = "Pó Glacial"
item_db[7575,"name"] = "Jóia Vermelha"
item_db[7576,"name"] = "Jóia Azul"
item_db[7577,"name"] = "Jóia Dourada"
item_db[7578,"name"] = "Cristal Anti-Magia"
item_db[7582,"name"] = "Gema da Ruína"
item_db[7583,"name"] = "Mente Maligna"
item_db[7602,"name"] = "Carta Azul R"
item_db[7603,"name"] = "Convite de Festa"
item_db[7604,"name"] = "Farinha"
item_db[7605,"name"] = "Ovo"
item_db[7607,"name"] = "Cabeça de Dragão Maligno"
item_db[7608,"name"] = "Ticket de Promoção"
item_db[7609,"name"] = "Mojo de Abóbora"
item_db[7613,"name"] = "Bolinho de Arroz"
item_db[7619,"name"] = "Elunium Enriquecido"
item_db[7620,"name"] = "Oridecon Enriquecido"
item_db[7621,"name"] = "Amuleto de Ziegfried"
item_db[7622,"name"] = "Cupom de Corte de Cabelo"
item_db[7623,"name"] = "Cupom de Mudança de Nome"
item_db[7624,"name"] = "Cartão Chinês 23"
item_db[7626,"name"] = "Buzzy Point"
item_db[7629,"name"] = "Caixa Rosa"
item_db[7630,"name"] = "Vassoura de Praia"
item_db[7631,"name"] = "Restos de Lixo"
item_db[7640,"name"] = "Fivela de Borboleta"
item_db[7641,"name"] = "Caixa com Primeiros Socorros"
item_db[7642,"name"] = "Moeda Sangrenta"
item_db[7643,"name"] = "Carta Ensanguentada"
item_db[7644,"name"] = "Rascunho de Carta"
item_db[7663,"name"] = "Projétil Revestido"
item_db[7664,"name"] = "Granada Aderente"
item_db[7665,"name"] = "Míssil Cauda de Dragão"
item_db[7701,"name"] = "Espírito de Dragão"
item_db[7703,"name"] = "Pedaço de Engrenagem"
item_db[7704,"name"] = "Termômetro Quebrado"
item_db[7705,"name"] = "Nota do Geólogo"
item_db[7711,"name"] = "Ticket de Contribuição"
item_db[7715,"name"] = "Receita de Chocolate Caseiro"
item_db[7716,"name"] = "Receita de Chocolate Com Morango"
item_db[7717,"name"] = "Receita de Torta de Chocolate"
item_db[7718,"name"] = "Semente de Cacau"
item_db[7720,"name"] = "Moeda de Ouro"
